Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sweet potato,2025,Autumn,Gujarat,1417.97,1689.88,646.82,257799.05,340.94,1.19
Tapioca,2025,Autumn,Gujarat,9707.88,21868.81,646.82,1896130.39,3496.33,2.25
Tobacco,2025,Autumn,Gujarat,8291.57,9846.12,646.82,1472252.76,2414.71,1.19
Turmeric,2025,Autumn,Gujarat,8031.83,8420.49,646.82,688951.36,1999.36,1.05
Wheat,2025,Autumn,Gujarat,8976.94,31735.42,646.82,1043632.93,3995.81,3.54
Bajra,2025,Autumn,Gujarat,9609.3,15167.14,646.82,950119.08,4033.49,1.58
Black pepper,2025,Autumn,Gujarat,8798.04,14226.55,646.82,887646.63,3826.73,1.62
Cardamom,2025,Autumn,Gujarat,876.07,2078.34,646.82,157479.15,238.47,2.37
Coriander,2025,Autumn,Gujarat,2202.44,4114.29,646.82,357739.34,944.11,1.87
Garlic,2025,Autumn,Gujarat,555.06,836.69,646.82,61792.49,188.36,1.51
Ginger,2025,Autumn,Gujarat,6669.71,7315.49,646.82,1024964.84,3097.44,1.1
Groundnut,2025,Autumn,Gujarat,6197.84,10264.13,646.82,961137.1,1543.28,1.66
Horse-gram,2025,Autumn,Gujarat,4575.8,7360.75,646.82,696156.16,2274.42,1.61
Jowar,2025,Autumn,Gujarat,9072.67,18122.52,646.82,1348707.71,3034.72,2.0
Ragi,2025,Autumn,Gujarat,4276.66,5492.08,646.82,502352.02,918.78,1.28
Cashewnut,2025,Autumn,Gujarat,5324.28,6914.58,646.82,501022.02,1788.43,1.3
Banana,2025,Autumn,Gujarat,6098.14,289131.84,646.82,1167268.35,2925.81,47.41
Soyabean,2025,Autumn,Gujarat,2034.52,2400.27,646.82,363112.08,829.65,1.18
Barley,2025,Autumn,Gujarat,5629.05,7019.29,646.82,732502.98,1151.27,1.25
Khesari,2025,Autumn,Gujarat,5531.34,5854.56,646.82,902702.28,2454.67,1.06
Masoor,2025,Autumn,Gujarat,7969.85,10160.4,646.82,1535362.46,1827.05,1.27
Moong(Green Gram),2025,Autumn,Gujarat,9565.06,12922.36,646.82,1132899.89,2996.99,1.35
Other Kharif pulses,2025,Autumn,Gujarat,6911.85,12639.74,646.82,626955.35,1811.05,1.83
Safflower,2025,Autumn,Gujarat,5400.67,9093.31,646.82,816082.63,2245.22,1.68
Sannhamp,2025,Autumn,Gujarat,3760.71,7865.8,646.82,426950.53,1698.85,2.09
Sunflower,2025,Autumn,Gujarat,6841.1,13966.29,646.82,877340.91,2921.77,2.04
Urad,2025,Autumn,Gujarat,5196.93,6522.81,646.82,447570.88,2516.48,1.26
Peas & beans (Pulses),2025,Autumn,Gujarat,5174.93,5513.22,646.82,930891.94,1512.14,1.07
other oilseeds,2025,Autumn,Gujarat,8713.11,17175.96,646.82,1472414.02,2802.25,1.97
Other Cereals,2025,Autumn,Gujarat,7149.62,10710.17,646.82,984303.15,1564.79,1.5
Cowpea(Lobia),2025,Autumn,Gujarat,966.78,1841.39,646.82,167374.81,239.76,1.9
Oilseeds total,2025,Autumn,Gujarat,2535.37,2637.42,646.82,252085.66,941.69,1.04
Guar seed,2025,Autumn,Gujarat,9398.15,11057.39,646.82,1541298.47,2770.22,1.18
Other Summer Pulses,2025,Autumn,Gujarat,9557.24,15739.24,646.82,1526987.84,4465.34,1.65
Moth,2025,Autumn,Gujarat,9153.51,10799.64,646.82,906079.49,2465.09,1.18
Arecanut,2025,Summer,Gujarat,4290.6,5791.09,646.82,734312.61,1381.02,1.35
Arhar/Tur,2025,Summer,Gujarat,5179.75,7097.55,646.82,536482.89,1518.5,1.37
Castor seed,2025,Summer,Gujarat,6908.28,6532.36,646.82,768008.13,1477.28,0.95
Cotton(lint),2025,Summer,Gujarat,4968.2,4033.65,646.82,500136.52,1100.51,0.81
Dry chillies,2025,Summer,Gujarat,350.08,567.13,646.82,38468.89,108.79,1.62
Gram,2025,Summer,Gujarat,254.48,198.1,646.82,21012.75,68.17,0.78
Jute,2025,Summer,Gujarat,3638.45,6710.19,646.82,635848.72,1075.44,1.84
Linseed,2025,Summer,Gujarat,1634.2,1270.04,646.82,182663.44,356.21,0.78
Maize,2025,Summer,Gujarat,8207.02,33969.67,646.82,1217866.01,3024.41,4.14
Mesta,2025,Summer,Gujarat,6419.05,12437.08,646.82,836317.71,1681.81,1.94
Niger seed,2025,Summer,Gujarat,1639.18,1519.12,646.82,230146.27,719.19,0.93
Onion,2025,Summer,Gujarat,470.01,541.86,646.82,90300.35,185.15,1.15
Other Rabi pulses,2025,Summer,Gujarat,2917.48,5975.62,646.82,392850.18,982.51,2.05
Potato,2025,Summer,Gujarat,6295.74,296093.6,646.82,610385.44,1642.45,47.03
Rapeseed &Mustard,2025,Summer,Gujarat,6156.52,7932.51,646.82,547326.13,2890.54,1.29
Rice,2025,Summer,Gujarat,4914.99,11387.87,646.82,641287.15,1222.12,2.32
Sesamum,2025,Summer,Gujarat,4355.94,9466.81,646.82,800080.4,1002.54,2.17
Small millets,2025,Summer,Gujarat,1224.91,1473.6,646.82,147144.09,308.45,1.2
Sugarcane,2025,Summer,Gujarat,2248.55,84430.75,646.82,251111.95,669.57,37.55
Sweet potato,2025,Summer,Gujarat,1511.66,1798.14,646.82,273887.05,646.58,1.19
Tapioca,2025,Summer,Gujarat,8297.07,13395.6,646.82,1019274.0,2944.31,1.61
Tobacco,2025,Summer,Gujarat,3964.38,3467.79,646.82,588783.87,1812.45,0.87
Turmeric,2025,Summer,Gujarat,598.9,1256.58,646.82,102659.63,121.09,2.1
Wheat,2025,Summer,Gujarat,6564.06,28851.86,646.82,731991.9,3162.25,4.4
Bajra,2025,Summer,Gujarat,7362.96,11229.67,646.82,988529.68,3298.09,1.53
Black pepper,2025,Summer,Gujarat,8383.11,16870.21,646.82,1185806.55,2367.82,2.01
Cardamom,2025,Summer,Gujarat,4751.91,10854.81,646.82,771540.09,1231.12,2.28
Coriander,2025,Summer,Gujarat,5237.97,6828.95,646.82,491912.85,2511.57,1.3
Garlic,2025,Summer,Gujarat,1438.45,2999.96,646.82,277864.56,457.9,2.09
Ginger,2025,Summer,Gujarat,1466.62,1208.4,646.82,261285.82,694.75,0.82
Groundnut,2025,Summer,Gujarat,3666.59,6584.77,646.82,552039.27,1179.21,1.8
Horse-gram,2025,Summer,Gujarat,2734.18,3391.21,646.82,241842.81,1137.01,1.24
Jowar,2025,Summer,Gujarat,2073.81,2643.14,646.82,321566.37,670.95,1.27
Ragi,2025,Summer,Gujarat,4948.91,7140.95,646.82,733496.9,1776.48,1.44
Cashewnut,2025,Summer,Gujarat,1960.26,2439.21,646.82,234986.35,598.91,1.24
Banana,2025,Summer,Gujarat,2964.51,154994.97,646.82,440747.02,775.75,52.28
Soyabean,2025,Summer,Gujarat,3944.17,4061.24,646.82,489525.27,1704.35,1.03
Barley,2025,Summer,Gujarat,9424.31,6077.37,646.82,1535554.8,3867.05,0.64
Khesari,2025,Summer,Gujarat,7540.1,7983.56,646.82,1434743.81,2400.95,1.06
Masoor,2025,Summer,Gujarat,8046.06,8899.41,646.82,789771.76,2169.84,1.11
Moong(Green Gram),2025,Summer,Gujarat,2336.23,1897.01,646.82,245236.85,1048.92,0.81
Other Kharif pulses,2025,Summer,Gujarat,430.03,856.61,646.82,61312.55,167.21,1.99
Safflower,2025,Summer,Gujarat,643.38,518.94,646.82,107010.12,297.12,0.81
Sannhamp,2025,Summer,Gujarat,7666.72,6385.03,646.82,724213.76,2311.98,0.83
Sunflower,2025,Summer,Gujarat,2621.18,4102.11,646.82,464892.75,551.43,1.56
Urad,2025,Summer,Gujarat,3871.42,2920.78,646.82,446251.01,1932.29,0.75
Peas & beans (Pulses),2025,Summer,Gujarat,7235.66,11419.57,646.82,989841.08,2322.59,1.58
other oilseeds,2025,Summer,Gujarat,4337.56,5147.43,646.82,850840.6,2152.54,1.19
Other Cereals,2025,Summer,Gujarat,1451.17,3638.56,646.82,209304.7,407.12,2.51
Cowpea(Lobia),2025,Summer,Gujarat,7213.19,5503.11,646.82,926115.46,2528.81,0.76
Oilseeds total,2025,Summer,Gujarat,7370.45,12706.92,646.82,610082.82,2752.38,1.72
Guar seed,2025,Summer,Gujarat,7830.82,7622.32,646.82,1302661.79,3389.54,0.97
Other Summer Pulses,2025,Summer,Gujarat,5512.17,6965.73,646.82,657998.72,1567.9,1.26
Moth,2025,Summer,Gujarat,5402.89,12138.05,646.82,751274.51,1128.75,2.25
Arecanut,2025,Winter,Gujarat,9960.18,9957.6,646.82,1527497.49,2134.46,1.0
Arhar/Tur,2025,Winter,Gujarat,4177.24,6696.0,646.82,517281.4,1221.05,1.6
Castor seed,2025,Winter,Gujarat,2009.37,2734.34,646.82,320670.83,444.98,1.36
Cotton(lint),2025,Winter,Gujarat,7645.66,13607.8,646.82,1482985.25,1974.66,1.78
Dry chillies,2025,Winter,Gujarat,5993.53,10975.06,646.82,577895.55,2505.59,1.83
Gram,2025,Winter,Gujarat,9699.33,15307.54,646.82,1743834.81,3728.37,1.58
Jute,2025,Winter,Gujarat,5828.47,9267.14,646.82,1066358.65,1624.79,1.59
Linseed,2025,Winter,Gujarat,4010.37,3363.29,646.82,521354.62,1285.0,0.84
Maize,2025,Winter,Gujarat,8884.43,36247.14,646.82,1646750.59,2967.33,4.08
Mesta,2025,Winter,Gujarat,509.58,678.61,646.82,89609.31,214.67,1.33
Niger seed,2025,Winter,Gujarat,9554.97,14233.44,646.82,1515508.06,3848.64,1.49
Onion,2025,Winter,Gujarat,179.98,267.48,646.82,16412.46,70.61,1.49
Other Rabi pulses,2025,Winter,Gujarat,4086.55,4849.89,646.82,815642.44,1402.97,1.19
Potato,2025,Winter,Gujarat,9528.35,440901.52,646.82,1560017.21,4745.3,46.27
Rapeseed &Mustard,2025,Winter,Gujarat,4039.17,2970.98,646.82,324546.84,1768.84,0.74
Rice,2025,Winter,Gujarat,2978.37,6190.62,646.82,562530.6,615.24,2.08
Sesamum,2025,Winter,Gujarat,8933.1,9299.24,646.82,867196.77,3451.96,1.04
Small millets,2025,Winter,Gujarat,321.3,634.16,646.82,32875.39,107.36,1.97
Sugarcane,2025,Winter,Gujarat,6612.21,324894.41,646.82,896245.35,2579.24,49.14
Sweet potato,2025,Winter,Gujarat,6895.68,15171.81,646.82,930701.53,1477.93,2.2
Tapioca,2025,Winter,Gujarat,1205.81,1282.02,646.82,104395.23,271.3,1.06
Tobacco,2025,Winter,Gujarat,2245.47,3575.93,646.82,374391.89,672.59,1.59
Turmeric,2025,Winter,Gujarat,2839.1,5804.15,646.82,450469.83,1171.57,2.04
Wheat,2025,Winter,Gujarat,7122.79,30915.35,646.82,766712.06,1526.78,4.34
Bajra,2025,Winter,Gujarat,4017.27,4510.58,646.82,522477.08,1388.18,1.12
Black pepper,2025,Winter,Gujarat,5655.85,5511.02,646.82,1065753.99,1177.25,0.97
Cardamom,2025,Winter,Gujarat,2586.76,3167.54,646.82,464955.88,807.13,1.22
Coriander,2025,Winter,Gujarat,1572.47,2518.29,646.82,159271.13,722.3,1.6
Garlic,2025,Winter,Gujarat,8495.08,9372.95,646.82,1659804.62,3017.03,1.1
Ginger,2025,Winter,Gujarat,9067.01,14088.49,646.82,1610105.05,2042.14,1.55
Groundnut,2025,Winter,Gujarat,6445.9,7658.4,646.82,1286312.18,2239.63,1.19
Horse-gram,2025,Winter,Gujarat,3635.74,6437.73,646.82,347931.73,1480.43,1.77
Jowar,2025,Winter,Gujarat,4675.87,5005.17,646.82,645825.55,2094.11,1.07
Ragi,2025,Winter,Gujarat,2351.23,4128.41,646.82,297717.89,891.38,1.76
Cashewnut,2025,Winter,Gujarat,1711.64,2578.37,646.82,137881.71,808.19,1.51
Banana,2025,Winter,Gujarat,4483.42,247404.23,646.82,676485.31,1659.08,55.18
Soyabean,2025,Winter,Gujarat,5922.07,10110.95,646.82,853465.46,1308.26,1.71
Barley,2025,Winter,Gujarat,383.51,302.97,646.82,45010.48,183.61,0.79
Khesari,2025,Winter,Gujarat,2800.68,3260.91,646.82,247455.2,1084.08,1.16
Masoor,2025,Winter,Gujarat,3292.38,3200.25,646.82,347634.38,1149.6,0.97
Moong(Green Gram),2025,Winter,Gujarat,3095.24,5007.18,646.82,362354.3,938.02,1.62
Other Kharif pulses,2025,Winter,Gujarat,8383.76,5434.3,646.82,1672833.95,3917.22,0.65
Safflower,2025,Winter,Gujarat,7561.78,11864.07,646.82,834624.35,3314.91,1.57
Sannhamp,2025,Winter,Gujarat,8514.95,14632.97,646.82,1154172.68,2424.74,1.72
Sunflower,2025,Winter,Gujarat,8132.74,14231.98,646.82,1584475.13,2138.92,1.75
Urad,2025,Winter,Gujarat,8064.31,16117.0,646.82,1419592.47,2126.77,2.0
Peas & beans (Pulses),2025,Winter,Gujarat,6921.97,13765.36,646.82,857763.0,1721.48,1.99
other oilseeds,2025,Winter,Gujarat,1078.36,1549.9,646.82,181176.8,414.41,1.44
Other Cereals,2025,Winter,Gujarat,9877.28,12841.32,646.82,1733883.27,4124.97,1.3
Cowpea(Lobia),2025,Winter,Gujarat,9843.26,17223.75,646.82,1514861.76,4685.3,1.75
Oilseeds total,2025,Winter,Gujarat,1586.02,2610.24,646.82,301769.77,424.01,1.65
Guar seed,2025,Winter,Gujarat,5408.01,6939.07,646.82,979864.57,2599.6,1.28
Other Summer Pulses,2025,Winter,Gujarat,6699.27,12238.68,646.82,1006809.97,1616.48,1.83
Moth,2025,Winter,Gujarat,3794.15,5898.69,646.82,584463.07,962.66,1.55
Arecanut,2025,Whole Year,Madhya Pradesh,5627.9,12343.03,1762.31,511504.0,2595.89,2.19
Arhar/Tur,2025,Whole Year,Madhya Pradesh,528.8,537.97,1762.31,69410.94,175.53,1.02
Castor seed,2025,Whole Year,Madhya Pradesh,4981.95,11672.33,1762.31,962263.92,1173.85,2.34
Cotton(lint),2025,Whole Year,Madhya Pradesh,602.79,957.42,1762.31,71535.4,167.85,1.59
Dry chillies,2025,Whole Year,Madhya Pradesh,7511.01,9809.1,1762.31,1296613.1,2292.19,1.31
Gram,2025,Whole Year,Madhya Pradesh,6493.98,12833.95,1762.31,772027.21,2215.96,1.98
Jute,2025,Whole Year,Madhya Pradesh,9695.87,8707.36,1762.31,1567444.75,2044.21,0.9
Linseed,2025,Whole Year,Madhya Pradesh,8722.77,13628.78,1762.31,958714.55,3943.11,1.56
Maize,2025,Whole Year,Madhya Pradesh,2574.41,8993.74,1762.31,372445.39,1162.92,3.49
Mesta,2025,Whole Year,Madhya Pradesh,7922.26,17167.36,1762.31,1218414.33,2685.0,2.17
Niger seed,2025,Whole Year,Madhya Pradesh,8170.31,7238.88,1762.31,1249681.28,1788.25,0.89
Onion,2025,Whole Year,Madhya Pradesh,9557.99,22949.91,1762.31,1523778.05,2755.37,2.4
Other Rabi pulses,2025,Whole Year,Madhya Pradesh,1826.68,1646.76,1762.31,201976.09,842.32,0.9
Potato,2025,Whole Year,Madhya Pradesh,3190.1,239319.25,1762.31,404250.41,671.8,75.02
Rapeseed &Mustard,2025,Whole Year,Madhya Pradesh,6686.9,11817.5,1762.31,777293.49,2183.7,1.77
Rice,2025,Whole Year,Madhya Pradesh,9861.46,51601.72,1762.31,1266041.8,4000.04,5.23
Sesamum,2025,Whole Year,Madhya Pradesh,9837.78,20360.05,1762.31,1935240.78,3759.21,2.07
Small millets,2025,Whole Year,Madhya Pradesh,7147.13,14569.26,1762.31,1252094.53,2371.12,2.04
Sugarcane,2025,Whole Year,Madhya Pradesh,5068.98,325338.88,1762.31,500812.77,1268.74,64.18
Sweet potato,2025,Whole Year,Madhya Pradesh,1236.98,1079.34,1762.31,147922.8,356.24,0.87
Tapioca,2025,Whole Year,Madhya Pradesh,1223.09,1245.38,1762.31,145420.55,392.69,1.02
Tobacco,2025,Whole Year,Madhya Pradesh,1313.73,1816.62,1762.31,113356.87,403.93,1.38
Turmeric,2025,Whole Year,Madhya Pradesh,733.63,837.07,1762.31,78991.99,299.64,1.14
Wheat,2025,Whole Year,Madhya Pradesh,2228.48,6724.54,1762.31,252394.4,532.26,3.02
Bajra,2025,Whole Year,Madhya Pradesh,7777.75,6423.2,1762.31,1497548.95,3212.45,0.83
Black pepper,2025,Whole Year,Madhya Pradesh,5253.19,10524.88,1762.31,610129.2,1562.02,2.0
Cardamom,2025,Whole Year,Madhya Pradesh,518.25,841.66,1762.31,99408.94,250.16,1.62
Coriander,2025,Whole Year,Madhya Pradesh,8335.9,11417.75,1762.31,1278850.34,4050.17,1.37
Garlic,2025,Whole Year,Madhya Pradesh,7550.88,9859.36,1762.31,746546.59,2421.89,1.31
Ginger,2025,Whole Year,Madhya Pradesh,7143.66,7922.46,1762.31,1321391.67,2569.27,1.11
Groundnut,2025,Whole Year,Madhya Pradesh,9999.8,19491.94,1762.31,1770149.64,2753.12,1.95
Horse-gram,2025,Whole Year,Madhya Pradesh,8667.39,11665.67,1762.31,742397.94,1985.12,1.35
Jowar,2025,Whole Year,Madhya Pradesh,417.42,751.28,1762.31,73646.26,194.65,1.8
Ragi,2025,Whole Year,Madhya Pradesh,1186.51,2662.42,1762.31,146882.36,544.02,2.24
Cashewnut,2025,Whole Year,Madhya Pradesh,8759.81,12396.68,1762.31,1372083.24,2287.15,1.42
Banana,2025,Whole Year,Madhya Pradesh,2831.94,156348.19,1762.31,240244.91,1204.16,55.21
Soyabean,2025,Whole Year,Madhya Pradesh,3080.34,4344.53,1762.31,496751.52,757.64,1.41
Barley,2025,Whole Year,Madhya Pradesh,5451.08,10358.82,1762.31,815254.77,1843.04,1.9
Khesari,2025,Whole Year,Madhya Pradesh,7088.43,14570.52,1762.31,1025178.5,2644.91,2.06
Masoor,2025,Whole Year,Madhya Pradesh,4349.31,4566.42,1762.31,765856.36,1505.65,1.05
Moong(Green Gram),2025,Whole Year,Madhya Pradesh,5896.7,13933.05,1762.31,942161.01,1199.91,2.36
Other Kharif pulses,2025,Whole Year,Madhya Pradesh,6321.4,5080.81,1762.31,1247717.42,1521.82,0.8
Safflower,2025,Whole Year,Madhya Pradesh,4865.22,8525.1,1762.31,960251.77,1110.34,1.75
Sannhamp,2025,Whole Year,Madhya Pradesh,6841.44,11264.12,1762.31,648448.96,1905.16,1.65
Sunflower,2025,Whole Year,Madhya Pradesh,2381.73,2501.88,1762.31,329258.42,1043.38,1.05
Urad,2025,Whole Year,Madhya Pradesh,5879.21,6188.1,1762.31,1111843.53,2087.51,1.05
Peas & beans (Pulses),2025,Whole Year,Madhya Pradesh,6660.44,11446.47,1762.31,921658.95,1472.48,1.72
other oilseeds,2025,Whole Year,Madhya Pradesh,4759.59,3549.56,1762.31,727005.61,1909.95,0.75
Other Cereals,2025,Whole Year,Madhya Pradesh,6702.14,9333.98,1762.31,572645.86,2984.93,1.39
Cowpea(Lobia),2025,Whole Year,Madhya Pradesh,3888.67,5827.6,1762.31,756018.11,1785.39,1.5
Oilseeds total,2025,Whole Year,Madhya Pradesh,6508.89,6828.16,1762.31,699060.26,2361.91,1.05
Guar seed,2025,Whole Year,Madhya Pradesh,1447.75,2540.69,1762.31,153730.01,423.2,1.75
Other Summer Pulses,2025,Whole Year,Madhya Pradesh,8907.84,11141.57,1762.31,1026969.66,2237.86,1.25
Moth,2025,Whole Year,Madhya Pradesh,6509.3,11834.86,1762.31,1246828.19,2644.99,1.82
Cotton(lint),2025,Kharif,Madhya Pradesh,4454.93,7988.8,1762.31,679701.12,1806.2,1.79
Maize,2025,Kharif,Madhya Pradesh,9575.82,46101.38,1762.31,1800439.84,4756.04,4.81
Rice,2025,Kharif,Madhya Pradesh,2475.97,14307.12,1762.31,350064.16,876.5,5.78
Groundnut,2025,Kharif,Madhya Pradesh,234.05,232.36,1762.31,31036.23,58.47,0.99
Soyabean,2025,Kharif,Madhya Pradesh,8349.27,16696.44,1762.31,1621836.38,1934.59,2.0
Gram,2025,Rabi,Madhya Pradesh,4815.31,4977.29,1762.31,764688.53,2092.09,1.03
Potato,2025,Rabi,Madhya Pradesh,735.33,56503.07,1762.31,131615.9,290.89,76.84
Rapeseed &Mustard,2025,Rabi,Madhya Pradesh,4439.93,8932.52,1762.31,461667.22,1143.95,2.01
Wheat,2025,Rabi,Madhya Pradesh,4366.17,29843.62,1762.31,711988.25,983.45,6.84
Arecanut,2025,Autumn,Madhya Pradesh,9832.61,12955.6,1762.31,1143729.18,2775.23,1.32
Arhar/Tur,2025,Autumn,Madhya Pradesh,9837.27,8712.84,1762.31,935584.18,3918.79,0.89
Castor seed,2025,Autumn,Madhya Pradesh,8454.47,14801.23,1762.31,1168076.77,4081.46,1.75
Cotton(lint),2025,Autumn,Madhya Pradesh,7258.73,12413.59,1762.31,1088074.28,3142.29,1.71
Dry chillies,2025,Autumn,Madhya Pradesh,6014.21,9893.93,1762.31,1110685.84,1333.32,1.65
Gram,2025,Autumn,Madhya Pradesh,9303.34,19056.94,1762.31,1238016.82,2261.36,2.05
Jute,2025,Autumn,Madhya Pradesh,8897.68,9199.29,1762.31,1717544.5,4121.92,1.03
Linseed,2025,Autumn,Madhya Pradesh,7505.02,6788.34,1762.31,1405712.53,2873.88,0.9
Maize,2025,Autumn,Madhya Pradesh,2606.06,6640.73,1762.31,317459.91,1091.9,2.55
Mesta,2025,Autumn,Madhya Pradesh,6560.79,14065.02,1762.31,1145121.86,1859.49,2.14
Niger seed,2025,Autumn,Madhya Pradesh,7634.24,9333.98,1762.31,741365.97,3398.66,1.22
Onion,2025,Autumn,Madhya Pradesh,6563.32,12907.96,1762.31,973085.16,2880.35,1.97
Other Rabi pulses,2025,Autumn,Madhya Pradesh,3478.41,5814.6,1762.31,357443.08,1313.12,1.67
Potato,2025,Autumn,Madhya Pradesh,4709.19,279658.52,1762.31,867830.07,1707.3,59.39
Rapeseed &Mustard,2025,Autumn,Madhya Pradesh,9953.45,17805.53,1762.31,1730457.86,2596.55,1.79
Rice,2025,Autumn,Madhya Pradesh,2933.35,12963.58,1762.31,518234.64,1182.58,4.42
Sesamum,2025,Autumn,Madhya Pradesh,7810.94,14903.67,1762.31,637918.0,3049.64,1.91
Small millets,2025,Autumn,Madhya Pradesh,3361.09,4587.64,1762.31,656458.26,1633.15,1.36
Sugarcane,2025,Autumn,Madhya Pradesh,8914.25,317302.19,1762.31,818882.38,2374.05,35.59
Sweet potato,2025,Autumn,Madhya Pradesh,7470.91,12798.36,1762.31,1286514.58,3229.61,1.71
Tapioca,2025,Autumn,Madhya Pradesh,1451.63,1466.45,1762.31,136519.32,398.99,1.01
Tobacco,2025,Autumn,Madhya Pradesh,4605.14,4706.02,1762.31,576795.83,1029.58,1.02
Turmeric,2025,Autumn,Madhya Pradesh,1538.02,3896.13,1762.31,187841.03,370.63,2.53
Wheat,2025,Autumn,Madhya Pradesh,8988.13,33064.08,1762.31,740908.19,2186.97,3.68
Bajra,2025,Autumn,Madhya Pradesh,7125.62,5634.53,1762.31,1406387.26,1728.84,0.79
Black pepper,2025,Autumn,Madhya Pradesh,7652.9,6428.84,1762.31,1315088.72,1926.11,0.84
Cardamom,2025,Autumn,Madhya Pradesh,7934.65,7761.24,1762.31,1049903.76,1994.54,0.98
Coriander,2025,Autumn,Madhya Pradesh,8329.56,15868.37,1762.31,1252251.45,3035.92,1.91
Garlic,2025,Autumn,Madhya Pradesh,6733.12,10994.17,1762.31,802604.89,1699.76,1.63
Ginger,2025,Autumn,Madhya Pradesh,6926.21,16543.84,1762.31,1215074.21,3376.85,2.39
Groundnut,2025,Autumn,Madhya Pradesh,7226.15,10146.99,1762.31,936924.42,2756.41,1.4
Horse-gram,2025,Autumn,Madhya Pradesh,384.73,877.37,1762.31,59899.64,120.11,2.28
Jowar,2025,Autumn,Madhya Pradesh,3532.07,7794.98,1762.31,425083.76,1053.57,2.21
Ragi,2025,Autumn,Madhya Pradesh,4755.69,10681.96,1762.31,617563.37,1529.81,2.25
Cashewnut,2025,Autumn,Madhya Pradesh,9509.61,16291.33,1762.31,1101904.26,3033.92,1.71
Banana,2025,Autumn,Madhya Pradesh,4227.42,195016.21,1762.31,671719.77,1068.92,46.13
Soyabean,2025,Autumn,Madhya Pradesh,4958.21,6669.21,1762.31,643638.31,1683.49,1.35
Barley,2025,Autumn,Madhya Pradesh,1191.95,1266.91,1762.31,98536.65,570.22,1.06
Khesari,2025,Autumn,Madhya Pradesh,6999.69,15202.73,1762.31,1374825.84,1758.62,2.17
Masoor,2025,Autumn,Madhya Pradesh,5667.88,5810.93,1762.31,914826.85,2080.15,1.03
Moong(Green Gram),2025,Autumn,Madhya Pradesh,6669.26,7227.14,1762.31,957989.85,2942.59,1.08
Other Kharif pulses,2025,Autumn,Madhya Pradesh,9475.17,14466.88,1762.31,1224836.35,2930.51,1.53
Safflower,2025,Autumn,Madhya Pradesh,9062.31,15951.87,1762.31,1522467.0,2959.09,1.76
Sannhamp,2025,Autumn,Madhya Pradesh,3350.78,6470.14,1762.31,395681.15,1625.03,1.93
Sunflower,2025,Autumn,Madhya Pradesh,2706.36,6713.99,1762.31,365357.17,736.37,2.48
Urad,2025,Autumn,Madhya Pradesh,7833.5,7870.63,1762.31,1094471.77,2155.68,1.0
Peas & beans (Pulses),2025,Autumn,Madhya Pradesh,8236.12,14054.67,1762.31,1489433.53,2438.43,1.71
other oilseeds,2025,Autumn,Madhya Pradesh,6151.79,7877.32,1762.31,848003.85,2720.56,1.28
Other Cereals,2025,Autumn,Madhya Pradesh,5449.77,11891.36,1762.31,438674.71,1119.18,2.18
Cowpea(Lobia),2025,Autumn,Madhya Pradesh,8035.92,17292.55,1762.31,827491.08,1759.4,2.15
Oilseeds total,2025,Autumn,Madhya Pradesh,565.22,707.06,1762.31,83310.58,158.74,1.25
Guar seed,2025,Autumn,Madhya Pradesh,1547.12,4003.66,1762.31,127607.3,662.82,2.59
Other Summer Pulses,2025,Autumn,Madhya Pradesh,2330.79,3360.92,1762.31,463953.36,950.89,1.44
Moth,2025,Autumn,Madhya Pradesh,4606.07,4531.98,1762.31,683345.88,1899.95,0.98
Arecanut,2025,Summer,Madhya Pradesh,5963.97,14105.6,1762.31,1024867.91,2804.76,2.37
Arhar/Tur,2025,Summer,Madhya Pradesh,4308.44,4286.19,1762.31,743334.61,1354.03,0.99
Castor seed,2025,Summer,Madhya Pradesh,3004.88,2897.09,1762.31,333049.02,781.86,0.96
Cotton(lint),2025,Summer,Madhya Pradesh,1938.61,5228.32,1762.31,319685.42,661.27,2.7
Dry chillies,2025,Summer,Madhya Pradesh,2882.34,4912.39,1762.31,524351.21,1010.56,1.7
Gram,2025,Summer,Madhya Pradesh,6545.0,11303.15,1762.31,655802.77,3169.11,1.73
Jute,2025,Summer,Madhya Pradesh,655.82,1537.42,1762.31,103800.34,152.47,2.34
Linseed,2025,Summer,Madhya Pradesh,5833.62,6262.16,1762.31,749577.78,2544.93,1.07
Maize,2025,Summer,Madhya Pradesh,495.11,2010.84,1762.31,50442.18,114.88,4.06
Mesta,2025,Summer,Madhya Pradesh,9143.75,15261.84,1762.31,1766310.0,2123.61,1.67
Niger seed,2025,Summer,Madhya Pradesh,8977.3,14718.84,1762.31,1233436.87,2102.94,1.64
Onion,2025,Summer,Madhya Pradesh,4466.15,10811.11,1762.31,727496.03,1639.16,2.42
Other Rabi pulses,2025,Summer,Madhya Pradesh,3555.62,3823.11,1762.31,402981.14,1621.57,1.08
Potato,2025,Summer,Madhya Pradesh,7818.22,443321.38,1762.31,704204.51,3220.05,56.7
Rapeseed &Mustard,2025,Summer,Madhya Pradesh,3736.66,4437.53,1762.31,681315.75,994.09,1.19
Rice,2025,Summer,Madhya Pradesh,2042.87,11384.27,1762.31,280058.19,757.67,5.57
Sesamum,2025,Summer,Madhya Pradesh,320.6,660.68,1762.31,38081.55,150.18,2.06
